Time (s),Amplitude
0.0,0.5431329
0.011496598639455782,0.7661147
0.022993197278911564,0.9721545
0.034489795918367344,1.1694334
0.04598639455782313,1.1819637
0.05748299319727891,1.2256856
0.06897959183673469,1.1661761
0.08047619047619048,1.1961533
0.09197278911564626,1.2031481
0.10346938775510205,1.1971526
0.11496598639455782,1.1753433
0.1264625850340136,0.9661487
0.13795918367346938,0.83013797
0.14945578231292517,0.59036714
0.16095238095238096,0.47673568
0.17244897959183675,0.43068868
0.1839455782312925,0.35755596
0.1954421768707483,0.30675665
0.2069387755102041,0.23985466
0.21843537414965986,0.18144341
0.22993197278911565,0.21354629
0.24142857142857144,0.2134688
0.2529251700680272,0.21061805
0.264421768707483,0.19568321
0.27591836734693875,0.13606794
0.28741496598639454,0.1350569
0.29891156462585033,0.13566689
0.3104081632653061,0.13709323
0.3219047619047619,0.14305307
0.3334013605442177,0.123979524
0.3448979591836735,0.12271763
0.35639455782312923,0.11719445
0.367891156462585,0.12817664
0.3793877551020408,0.14252798
0.3908843537414966,0.13681553
0.4023809523809524,0.13861753
0.4138775510204082,0.12844564
0.4253741496598639,0.1043312
0.4368707482993197,0.09379719
0.4483673469387755,0.08119724
0.4598639455782313,0.06704803
0.4713605442176871,0.07171718
0.4828571428571429,0.08435246
0.49435374149659866,0.09297768
0.5058503401360545,0.08888296
0.5173469387755102,0.0803341
0.528843537414966,0.06273965
0.5403401360544218,0.05708651
0.5518367346938775,0.06456376
0.5633333333333334,0.07259199
0.5748299319727891,0.081117205
0.5863265306122449,0.07768961
0.5978231292517007,0.07200832
0.6093197278911565,0.06280802
0.6208163265306123,0.05148071
0.632312925170068,0.06223447
0.6438095238095238,0.068273574
0.6553061224489796,0.07274865
0.6668027210884354,0.07976981
0.6782993197278911,0.068142526
0.689795918367347,0.059905384
0.7012925170068027,0.056610517
0.7127891156462585,0.043054048
0.7242857142857143,0.04446807
0.73578231292517,0.044936813
0.7472789115646259,0.042906176
0.7587755102040816,0.046184942
0.7702721088435374,0.043737892
0.7817687074829932,0.041123316
0.7932653061224489,0.03912554
0.8047619047619048,0.035570785
0.8162585034013605,0.037287563
0.8277551020408164,0.037725516
0.8392517006802721,0.038813513
0.8507482993197278,0.036320955
0.8622448979591837,0.03617366
0.8737414965986394,0.037528664
0.8852380952380953,0.03606012
0.896734693877551,0.036499232
0.9082312925170068,0.03359507
0.9197278911564626,0.030527094
0.9312244897959183,0.029014617
0.9427210884353742,0.027929202
0.9542176870748299,0.02619727
0.9657142857142857,0.024123797
0.9772108843537415,0.02200448
0.9887074829931973,0.018621843
1.000204081632653,0.017373994
1.011700680272109,0.015547316
1.0231972789115646,0.012531892
1.0346938775510204,0.010099769
1.0461904761904761,0.009558015
1.057687074829932,0.008662232
1.0691836734693878,0.008409061
1.0806802721088435,0.008439015
1.0921768707482993,0.007140765
1.103673469387755,0.0068481746
1.115170068027211,0.0068079852
1.1266666666666667,0.0058318055
1.1381632653061224,0.005756447
1.1496598639455782,0.004817217
1.161156462585034,0.0038613076
1.1726530612244899,0.00378447
1.1841496598639456,0.0033605888
1.1956462585034013,0.0032104363
1.207142857142857,0.0030449799
1.218639455782313,0.0028521235
1.2301360544217688,0.002948749
1.2416326530612245,0.0028818368
1.2531292517006802,0.002592052
1.264625850340136,0.0025320265
1.276122448979592,0.0022680182
1.2876190476190477,0.0019833369
1.2991156462585034,0.0021032514
1.3106122448979591,0.0020253807
1.3221088435374149,0.0018873179
1.3336054421768708,0.0019707948
1.3451020408163266,0.001983875
1.3565986394557823,0.001984903
1.368095238095238,0.0019648336
1.379591836734694,0.0018601755
1.3910884353741497,0.0016721764
1.4025850340136055,0.0015740158
1.4140816326530612,0.001547873
1.425578231292517,0.0014256244
1.4370748299319729,0.0013373967
1.4485714285714286,0.0012751402
1.4600680272108844,0.0011820231
1.47156462585034,0.0011219966
1.4830612244897958,0.001025132
1.4945578231292518,0.00096187135
1.5060544217687075,0.00089361594
1.5175510204081633,0.0008328873
1.529047619047619,0.000809952
1.5405442176870747,0.0008316999
1.5520408163265307,0.0008211821
1.5635374149659864,0.00076457975
1.5750340136054422,0.0007291718
1.5865306122448979,0.0006671806
1.5980272108843538,0.0006534281
1.6095238095238096,0.0007076631
1.6210204081632653,0.0006779688
1.632517006802721,0.00061432336
1.6440136054421768,0.0005380212
1.6555102040816327,0.00040606654
1.6670068027210885,0.00033675326
1.6785034013605442,0.00032609497
1.69,0.00028415813
1.7014965986394557,0.00026176884
1.7129931972789116,0.00023454314
1.7244897959183674,0.00018952385
1.735986394557823,0.00016485555
1.7474829931972788,0.0001177815
